Date,DayOfWeek,IsHoliday,ETU_Admissions,ETU_Discharges,ETU_BedCapacity,ETU_OccupiedBeds,Weather,SpecialEvent,PublicTransportStatus,OutbreakAlert,Shift_ID
2/24/2000 0:00,Thursday,No,10,6,15,18,Cloudy,,Normal,No,Day
2/24/2000 0:00,Thursday,No,10,6,15,18,Cloudy,,Normal,No,Night
2/25/2000 0:00,Friday,No,9,6,15,20,Sunny,,Normal,No,Day
2/25/2000 0:00,Friday,No,9,6,15,11,Sunny,,Normal,No,Night
2/26/2000 0:00,Saturday,Yes,12,8,15,15,Cloudy,,Normal,No,Day
2/26/2000 0:00,Saturday,Yes,12,8,15,17,Cloudy,,Normal,No,Night
2/27/2000 0:00,Sunday,Yes,10,6,15,14,Sunny,,Normal,No,Day
2/27/2000 0:00,Sunday,Yes,10,6,15,20,Sunny,,Normal,No,Night
2/28/2000 0:00,Monday,No,11,7,15,20,Sunny,,Normal,No,Day
2/28/2000 0:00,Monday,No,12,7,15,17,Sunny,,Normal,No,Night
2/29/2000 0:00,Tuesday,No,9,6,15,18,Sunny,,Normal,No,Day
2/29/2000 0:00,Tuesday,No,10,6,15,13,Sunny,,Normal,No,Night
3/1/2000 0:00,Wednesday,No,6,4,15,16,Cloudy,,Normal,No,Day
3/1/2000 0:00,Wednesday,No,7,4,15,17,Cloudy,,Normal,No,Night
3/2/2000 0:00,Thursday,No,7,4,15,20,Sunny,,Normal,No,Day
3/2/2000 0:00,Thursday,No,7,4,15,12,Sunny,,Normal,No,Night
3/3/2000 0:00,Friday,No,12,8,15,17,Sunny,,Normal,No,Day
3/3/2000 0:00,Friday,No,12,8,15,17,Sunny,,Normal,No,Night
3/4/2000 0:00,Saturday,Yes,8,5,15,16,Sunny,,Normal,No,Day
3/4/2000 0:00,Saturday,Yes,8,5,15,20,Sunny,,Normal,No,Night
3/5/2000 0:00,Sunday,Yes,10,6,15,15,Sunny,,Normal,No,Day
3/5/2000 0:00,Sunday,Yes,10,6,15,16,Sunny,,Normal,No,Night
3/6/2000 0:00,Monday,No,12,8,15,20,Sunny,,Normal,No,Day
3/6/2000 0:00,Monday,No,12,8,15,10,Sunny,,Normal,No,Night
3/7/2000 0:00,Tuesday,No,7,5,15,16,Sunny,,Normal,No,Day
3/7/2000 0:00,Tuesday,No,8,5,15,18,Sunny,,Normal,No,Night
3/8/2000 0:00,Wednesday,No,9,6,15,20,Sunny,,Normal,No,Day
3/8/2000 0:00,Wednesday,No,9,6,15,12,Sunny,,Normal,No,Night
3/9/2000 0:00,Thursday,No,6,4,15,10,Sunny,,Normal,No,Day
3/9/2000 0:00,Thursday,No,6,4,15,17,Sunny,,Normal,No,Night
3/10/2000 0:00,Friday,No,12,8,15,19,Rainy,,Normal,No,Day
3/10/2000 0:00,Friday,No,12,8,15,19,Rainy,,Normal,No,Night
3/11/2000 0:00,Saturday,Yes,7,5,15,17,Rainy,,Normal,No,Day
3/11/2000 0:00,Saturday,Yes,8,5,15,18,Rainy,,Normal,No,Night
3/12/2000 0:00,Sunday,Yes,15,10,15,19,Rainy,,Normal,No,Day
3/12/2000 0:00,Sunday,Yes,15,10,15,17,Rainy,,Normal,No,Night
3/13/2000 0:00,Monday,No,15,10,15,10,Rainy,,Normal,No,Day
3/13/2000 0:00,Monday,No,15,10,15,18,Rainy,,Normal,No,Night
3/14/2000 0:00,Tuesday,No,13,8,15,19,Sunny,,Normal,No,Day
3/14/2000 0:00,Tuesday,No,13,8,15,17,Sunny,,Normal,No,Night
3/15/2000 0:00,Wednesday,No,7,5,15,13,Sunny,,Normal,No,Day
3/15/2000 0:00,Wednesday,No,8,5,15,15,Sunny,,Normal,No,Night
3/16/2000 0:00,Thursday,No,8,5,15,15,Cloudy,,Normal,No,Day
3/16/2000 0:00,Thursday,No,8,5,15,15,Cloudy,,Normal,No,Night
3/17/2000 0:00,Friday,No,15,15,15,13,Rainy,,Normal,Yes,Day
3/17/2000 0:00,Friday,No,15,15,15,15,Rainy,,Normal,Yes,Night
3/18/2000 0:00,Saturday,Yes,8,5,15,19,Sunny,,Normal,No,Day
3/18/2000 0:00,Saturday,Yes,8,5,15,19,Sunny,,Normal,No,Night
3/19/2000 0:00,Sunday,Yes,8,5,15,16,Sunny,,Normal,No,Day
3/19/2000 0:00,Sunday,Yes,9,5,15,17,Sunny,,Normal,No,Night
3/20/2000 0:00,Monday,No,14,9,15,16,Rainy,,Normal,No,Day
3/20/2000 0:00,Monday,No,15,9,15,15,Rainy,,Normal,No,Night
3/21/2000 0:00,Tuesday,No,7,4,15,10,Sunny,,Normal,No,Day
3/21/2000 0:00,Tuesday,No,7,4,15,17,Sunny,,Normal,No,Night
3/22/2000 0:00,Wednesday,No,12,8,15,19,Sunny,,Normal,No,Day
3/22/2000 0:00,Wednesday,No,13,8,15,11,Sunny,,Normal,No,Night
3/23/2000 0:00,Thursday,No,11,7,15,20,Rainy,,Normal,No,Day
3/23/2000 0:00,Thursday,No,11,7,15,16,Rainy,,Normal,No,Night
3/24/2000 0:00,Friday,No,13,9,15,13,Cloudy,,Normal,No,Day
3/24/2000 0:00,Friday,No,14,9,15,11,Cloudy,,Normal,No,Night
3/25/2000 0:00,Saturday,Yes,9,6,15,20,Sunny,,Normal,No,Day
3/25/2000 0:00,Saturday,Yes,9,6,15,18,Sunny,,Normal,No,Night
3/26/2000 0:00,Sunday,Yes,10,7,15,11,Rainy,,Normal,No,Day
3/26/2000 0:00,Sunday,Yes,11,7,15,18,Rainy,,Normal,No,Night
3/27/2000 0:00,Monday,No,11,7,15,11,Cloudy,,Normal,No,Day
3/27/2000 0:00,Monday,No,12,7,15,19,Cloudy,,Normal,No,Night
3/28/2000 0:00,Tuesday,No,11,7,15,16,Sunny,,Normal,No,Day
3/28/2000 0:00,Tuesday,No,11,7,15,10,Sunny,,Normal,No,Night
3/29/2000 0:00,Wednesday,No,8,5,15,20,Cloudy,,Normal,No,Day
3/29/2000 0:00,Wednesday,No,9,5,15,12,Cloudy,,Normal,No,Night
3/30/2000 0:00,Thursday,No,8,5,15,19,Sunny,,Normal,No,Day
3/30/2000 0:00,Thursday,No,9,5,15,10,Sunny,,Normal,No,Night
3/31/2000 0:00,Friday,No,10,7,15,19,Rainy,,Normal,No,Day
3/31/2000 0:00,Friday,No,11,7,15,17,Rainy,,Normal,No,Night
4/1/2000 0:00,Saturday,Yes,8,5,15,16,Rainy,,Normal,No,Day
4/1/2000 0:00,Saturday,Yes,8,5,15,12,Rainy,,Normal,No,Night
4/2/2000 0:00,Sunday,Yes,14,9,15,18,Cloudy,,Normal,No,Day
4/2/2000 0:00,Sunday,Yes,15,9,15,17,Cloudy,,Normal,No,Night
4/3/2000 0:00,Monday,No,11,7,15,20,Cloudy,,Normal,No,Day
4/3/2000 0:00,Monday,No,11,7,15,12,Cloudy,,Normal,No,Night
4/4/2000 0:00,Tuesday,No,13,9,15,17,Sunny,,Normal,No,Day
4/4/2000 0:00,Tuesday,No,14,9,15,11,Sunny,,Normal,No,Night
4/5/2000 0:00,Wednesday,No,8,5,15,20,Sunny,,Normal,No,Day
4/5/2000 0:00,Wednesday,No,9,5,15,14,Sunny,,Normal,No,Night
4/6/2000 0:00,Thursday,No,9,6,15,10,Sunny,,Delayed,No,Day
4/6/2000 0:00,Thursday,No,10,6,15,15,Sunny,,Delayed,No,Night
4/7/2000 0:00,Friday,No,13,8,15,10,Sunny,,Normal,No,Day
4/7/2000 0:00,Friday,No,13,8,15,14,Sunny,,Normal,No,Night
4/8/2000 0:00,Saturday,Yes,6,4,15,12,Sunny,,Normal,No,Day
4/8/2000 0:00,Saturday,Yes,6,4,15,18,Sunny,,Normal,No,Night
4/9/2000 0:00,Sunday,Yes,10,7,15,17,Rainy,,Normal,No,Day
4/9/2000 0:00,Sunday,Yes,11,7,15,19,Rainy,,Normal,No,Night
4/10/2000 0:00,Monday,No,14,9,15,13,Sunny,,Normal,No,Day
4/10/2000 0:00,Monday,No,14,9,15,20,Sunny,,Normal,No,Night
4/11/2000 0:00,Tuesday,No,6,4,15,20,Sunny,,Normal,No,Day
4/11/2000 0:00,Tuesday,No,6,4,15,15,Sunny,,Normal,No,Night
4/12/2000 0:00,Wednesday,No,12,8,15,15,Cloudy,,Normal,No,Day
4/12/2000 0:00,Wednesday,No,13,8,15,13,Cloudy,,Normal,No,Night
4/13/2000 0:00,Thursday,Yes,6,4,15,17,Cloudy,Avurudu,Normal,No,Day
4/13/2000 0:00,Thursday,Yes,7,4,15,19,Cloudy,Avurudu,Normal,No,Night
4/14/2000 0:00,Friday,Yes,14,9,15,14,Cloudy,Avurudu,Normal,No,Day
4/14/2000 0:00,Friday,Yes,14,9,15,20,Cloudy,Avurudu,Normal,No,Night
4/15/2000 0:00,Saturday,Yes,8,5,15,14,Sunny,,Normal,No,Day
4/15/2000 0:00,Saturday,Yes,9,5,15,18,Sunny,,Normal,No,Night
4/16/2000 0:00,Sunday,Yes,13,8,15,10,Cloudy,,Normal,No,Day
4/16/2000 0:00,Sunday,Yes,13,8,15,19,Cloudy,,Normal,No,Night
4/17/2000 0:00,Monday,Yes,12,8,15,20,Sunny,,Normal,No,Day
4/17/2000 0:00,Monday,Yes,12,8,15,19,Sunny,,Normal,No,Night
4/18/2000 0:00,Tuesday,No,11,7,15,13,Cloudy,,Normal,No,Day
4/18/2000 0:00,Tuesday,No,12,7,15,18,Cloudy,,Normal,No,Night
4/19/2000 0:00,Wednesday,No,7,4,15,20,Sunny,,Delayed,No,Day
4/19/2000 0:00,Wednesday,No,7,4,15,19,Sunny,,Delayed,No,Night
4/20/2000 0:00,Thursday,No,9,6,15,17,Cloudy,,Normal,No,Day
4/20/2000 0:00,Thursday,No,10,6,15,20,Cloudy,,Normal,No,Night
4/21/2000 0:00,Friday,No,12,8,15,17,Sunny,,Normal,No,Day
4/21/2000 0:00,Friday,No,13,8,15,14,Sunny,,Normal,No,Night
4/22/2000 0:00,Saturday,Yes,10,7,15,16,Cloudy,,Normal,No,Day
4/22/2000 0:00,Saturday,Yes,11,7,15,10,Cloudy,,Normal,No,Night
4/23/2000 0:00,Sunday,Yes,12,8,15,15,Sunny,,Normal,No,Day
4/23/2000 0:00,Sunday,Yes,13,8,15,13,Sunny,,Normal,No,Night
4/24/2000 0:00,Monday,No,15,10,15,20,Cloudy,,Normal,No,Day
4/24/2000 0:00,Monday,No,15,10,15,15,Cloudy,,Normal,No,Night
4/25/2000 0:00,Tuesday,No,10,7,15,18,Sunny,,Normal,No,Day
4/25/2000 0:00,Tuesday,No,11,7,15,18,Sunny,,Normal,No,Night
4/26/2000 0:00,Wednesday,No,8,5,15,17,Rainy,,Normal,No,Day
4/26/2000 0:00,Wednesday,No,8,5,15,16,Rainy,,Normal,No,Night
4/27/2000 0:00,Thursday,No,7,5,15,18,Rainy,,Normal,No,Day
4/27/2000 0:00,Thursday,No,8,5,15,16,Rainy,,Normal,No,Night
4/28/2000 0:00,Friday,No,13,8,15,17,Rainy,,Normal,No,Day
4/28/2000 0:00,Friday,No,13,8,15,19,Rainy,,Normal,No,Night
4/29/2000 0:00,Saturday,Yes,6,4,15,16,Sunny,,Normal,No,Day
4/29/2000 0:00,Saturday,Yes,7,4,15,12,Sunny,,Normal,No,Night
4/30/2000 0:00,Sunday,Yes,8,5,15,19,Rainy,,Normal,No,Day
4/30/2000 0:00,Sunday,Yes,9,5,15,19,Rainy,,Normal,No,Night
5/1/2000 0:00,Monday,No,15,15,15,19,Cloudy,DengueAlert,Normal,Yes,Day
5/1/2000 0:00,Monday,No,15,15,15,18,Cloudy,DengueAlert,Normal,Yes,Night
5/2/2000 0:00,Tuesday,No,13,9,15,10,Cloudy,,Normal,No,Day
5/2/2000 0:00,Tuesday,No,14,9,15,19,Cloudy,,Normal,No,Night
5/3/2000 0:00,Wednesday,No,15,12,15,16,Rainy,DengueAlert,Normal,Yes,Day
5/3/2000 0:00,Wednesday,No,15,12,15,18,Rainy,DengueAlert,Normal,Yes,Night
5/4/2000 0:00,Thursday,No,15,10,15,19,Rainy,,Normal,No,Day
5/4/2000 0:00,Thursday,No,15,10,15,11,Rainy,,Normal,No,Night
5/5/2000 0:00,Friday,No,15,13,15,11,Rainy,,Normal,No,Day
5/5/2000 0:00,Friday,No,15,13,15,19,Rainy,,Normal,No,Night
5/6/2000 0:00,Saturday,Yes,11,7,15,18,Rainy,,Normal,No,Day
5/6/2000 0:00,Saturday,Yes,12,7,15,16,Rainy,,Normal,No,Night
5/7/2000 0:00,Sunday,Yes,15,15,15,13,Rainy,DengueAlert,Normal,Yes,Day
5/7/2000 0:00,Sunday,Yes,15,15,15,18,Rainy,DengueAlert,Normal,Yes,Night
5/8/2000 0:00,Monday,No,15,15,15,20,Rainy,DengueAlert,Normal,Yes,Day
5/8/2000 0:00,Monday,No,15,15,15,12,Rainy,DengueAlert,Normal,Yes,Night
5/9/2000 0:00,Tuesday,No,15,15,15,19,Cloudy,DengueAlert,Normal,Yes,Day
5/9/2000 0:00,Tuesday,No,15,15,15,17,Cloudy,DengueAlert,Normal,Yes,Night
5/10/2000 0:00,Wednesday,No,15,12,15,19,Rainy,,Normal,No,Day
5/10/2000 0:00,Wednesday,No,15,12,15,10,Rainy,,Normal,No,Night
5/11/2000 0:00,Thursday,No,15,15,15,18,Rainy,DengueAlert,Normal,Yes,Day
5/11/2000 0:00,Thursday,No,15,15,15,19,Rainy,DengueAlert,Normal,Yes,Night
5/12/2000 0:00,Friday,No,15,11,15,18,Rainy,,Normal,No,Day
5/12/2000 0:00,Friday,No,15,11,15,16,Rainy,,Normal,No,Night
5/13/2000 0:00,Saturday,Yes,15,14,15,18,Cloudy,DengueAlert,Normal,Yes,Day
5/13/2000 0:00,Saturday,Yes,15,14,15,18,Cloudy,DengueAlert,Normal,Yes,Night
5/14/2000 0:00,Sunday,Yes,15,15,15,20,Rainy,DengueAlert,Normal,Yes,Day
5/14/2000 0:00,Sunday,Yes,15,15,15,16,Rainy,DengueAlert,Normal,Yes,Night
5/15/2000 0:00,Monday,Yes,15,11,15,19,Sunny,Vesak,Normal,No,Day
5/15/2000 0:00,Monday,Yes,15,11,15,13,Sunny,Vesak,Normal,No,Night
5/16/2000 0:00,Tuesday,Yes,15,15,15,18,Rainy,DengueAlert,Normal,Yes,Day
5/16/2000 0:00,Tuesday,Yes,15,15,15,10,Rainy,DengueAlert,Normal,Yes,Night
5/17/2000 0:00,Wednesday,No,15,12,15,14,Cloudy,DengueAlert,Normal,Yes,Day
5/17/2000 0:00,Wednesday,No,15,12,15,10,Cloudy,DengueAlert,Normal,Yes,Night
5/18/2000 0:00,Thursday,No,15,13,15,14,Rainy,DengueAlert,Delayed,Yes,Day
5/18/2000 0:00,Thursday,No,15,13,15,12,Rainy,DengueAlert,Delayed,Yes,Night
5/19/2000 0:00,Friday,No,15,15,15,16,Cloudy,DengueAlert,Normal,Yes,Day
5/19/2000 0:00,Friday,No,15,15,15,14,Cloudy,DengueAlert,Normal,Yes,Night
5/20/2000 0:00,Saturday,Yes,9,6,15,18,Cloudy,,Normal,No,Day
5/20/2000 0:00,Saturday,Yes,10,6,15,18,Cloudy,,Normal,No,Night
5/21/2000 0:00,Sunday,Yes,15,15,15,18,Rainy,DengueAlert,Normal,Yes,Day
5/21/2000 0:00,Sunday,Yes,15,15,15,14,Rainy,DengueAlert,Normal,Yes,Night
5/22/2000 0:00,Monday,No,15,15,15,16,Sunny,DengueAlert,Normal,Yes,Day
5/22/2000 0:00,Monday,No,15,15,15,15,Sunny,DengueAlert,Normal,Yes,Night
5/23/2000 0:00,Tuesday,No,15,13,15,12,Cloudy,DengueAlert,Normal,Yes,Day
5/23/2000 0:00,Tuesday,No,15,13,15,20,Cloudy,DengueAlert,Normal,Yes,Night
5/24/2000 0:00,Wednesday,No,13,9,15,16,Rainy,,Normal,No,Day
5/24/2000 0:00,Wednesday,No,14,9,15,18,Rainy,,Normal,No,Night
5/25/2000 0:00,Thursday,No,11,7,15,16,Cloudy,,Normal,No,Day
5/25/2000 0:00,Thursday,No,12,7,15,17,Cloudy,,Normal,No,Night
5/26/2000 0:00,Friday,No,15,15,15,20,Rainy,DengueAlert,Normal,Yes,Day
5/26/2000 0:00,Friday,No,15,15,15,19,Rainy,DengueAlert,Normal,Yes,Night
5/27/2000 0:00,Saturday,Yes,15,10,15,20,Cloudy,,Normal,No,Day
5/27/2000 0:00,Saturday,Yes,15,10,15,14,Cloudy,,Normal,No,Night
5/28/2000 0:00,Sunday,Yes,15,15,15,13,Cloudy,DengueAlert,Normal,Yes,Day
5/28/2000 0:00,Sunday,Yes,15,15,15,13,Cloudy,DengueAlert,Normal,Yes,Night
5/29/2000 0:00,Monday,No,15,14,15,20,Rainy,,Normal,No,Day
5/29/2000 0:00,Monday,No,15,14,15,18,Rainy,,Normal,No,Night
5/30/2000 0:00,Tuesday,No,12,8,15,13,Cloudy,,Delayed,No,Day
5/30/2000 0:00,Tuesday,No,13,8,15,20,Cloudy,,Delayed,No,Night
5/31/2000 0:00,Wednesday,No,15,15,15,18,Sunny,DengueAlert,Normal,Yes,Day
5/31/2000 0:00,Wednesday,No,15,15,15,11,Sunny,DengueAlert,Normal,Yes,Night
6/1/2000 0:00,Thursday,No,15,15,15,18,Rainy,DengueAlert,Normal,Yes,Day
6/1/2000 0:00,Thursday,No,15,15,15,15,Rainy,DengueAlert,Normal,Yes,Night
6/2/2000 0:00,Friday,No,15,15,15,15,Rainy,DengueAlert,Delayed,Yes,Day
6/2/2000 0:00,Friday,No,15,15,15,11,Rainy,DengueAlert,Delayed,Yes,Night
6/3/2000 0:00,Saturday,Yes,15,15,15,17,Sunny,DengueAlert,Normal,Yes,Day
6/3/2000 0:00,Saturday,Yes,15,15,15,19,Sunny,DengueAlert,Normal,Yes,Night
6/4/2000 0:00,Sunday,Yes,14,9,15,19,Rainy,,Normal,No,Day
6/4/2000 0:00,Sunday,Yes,14,9,15,19,Rainy,,Normal,No,Night
6/5/2000 0:00,Monday,No,15,15,15,19,Rainy,DengueAlert,Normal,Yes,Day
6/5/2000 0:00,Monday,No,15,15,15,17,Rainy,DengueAlert,Normal,Yes,Night
6/6/2000 0:00,Tuesday,No,14,9,15,19,Rainy,,Normal,No,Day
6/6/2000 0:00,Tuesday,No,15,9,15,10,Rainy,,Normal,No,Night
6/7/2000 0:00,Wednesday,No,15,11,15,19,Rainy,,Normal,No,Day
6/7/2000 0:00,Wednesday,No,15,11,15,15,Rainy,,Normal,No,Night
6/8/2000 0:00,Thursday,No,12,8,15,20,Rainy,,Normal,No,Day
