Date,DayOfWeek,IsHoliday,ETU_Admissions,ETU_Discharges,ETU_BedCapacity,ETU_OccupiedBeds,Weather,SpecialEvent,PublicTransportStatus,OutbreakAlert,Shift_ID
2/15/2016,Monday,No,5,1,5,3,Rainy,None,Normal,None,Morning
2/15/2016,Monday,No,1,1,5,2,Rainy,None,Normal,None,Night
2/16/2016,Tuesday,No,1,5,5,4,Cloudy,None,Normal,None,Evening
2/16/2016,Tuesday,No,1,4,5,2,Cloudy,None,Normal,None,Morning
2/16/2016,Tuesday,No,5,4,5,1,Cloudy,None,Normal,None,Night
2/17/2016,Wednesday,No,2,5,5,3,Sunny,None,Normal,None,Evening
2/17/2016,Wednesday,No,2,2,5,5,Sunny,None,Normal,None,Morning
2/17/2016,Wednesday,No,1,5,5,4,Sunny,None,Normal,None,Night
2/18/2016,Thursday,No,2,2,5,4,Sunny,None,Normal,None,Evening
2/18/2016,Thursday,No,2,1,5,4,Sunny,None,Normal,None,Morning
2/18/2016,Thursday,No,2,2,5,0,Sunny,None,Normal,None,Night
2/19/2016,Friday,No,3,3,5,2,Rainy,None,Normal,None,Evening
2/19/2016,Friday,No,2,2,5,3,Rainy,None,Normal,None,Morning
2/19/2016,Friday,No,3,1,5,4,Rainy,None,Normal,None,Night
2/20/2016,Saturday,No,4,3,5,3,Rainy,None,Normal,None,Evening
2/20/2016,Saturday,No,3,2,5,2,Rainy,None,Normal,None,Morning
2/20/2016,Saturday,No,3,5,5,1,Rainy,None,Normal,None,Night
2/21/2016,Sunday,No,2,1,5,2,Cloudy,None,Normal,None,Evening
2/21/2016,Sunday,No,2,3,5,3,Cloudy,None,Normal,None,Morning
2/21/2016,Sunday,No,3,5,5,3,Cloudy,None,Normal,None,Night
2/22/2016,Monday,Yes,3,3,5,3,Cloudy,Navam Full Moon Poya Day,Normal,None,Evening
2/22/2016,Monday,Yes,3,3,5,5,Cloudy,Navam Full Moon Poya Day,Normal,None,Morning
2/22/2016,Monday,Yes,4,1,5,3,Cloudy,Navam Full Moon Poya Day,Normal,None,Night
2/23/2016,Tuesday,No,1,3,5,2,Sunny,None,Normal,None,Evening
2/23/2016,Tuesday,No,3,5,5,1,Sunny,None,Normal,None,Morning
2/23/2016,Tuesday,No,2,2,5,4,Sunny,None,Normal,None,Night
2/24/2016,Wednesday,No,3,3,5,1,Sunny,None,Normal,None,Evening
2/24/2016,Wednesday,No,2,3,5,2,Sunny,None,Normal,None,Morning
2/24/2016,Wednesday,No,5,2,5,3,Sunny,None,Normal,None,Night
2/25/2016,Thursday,No,2,3,5,3,Cloudy,None,Normal,None,Evening
2/25/2016,Thursday,No,5,4,5,3,Cloudy,None,Normal,None,Morning
2/25/2016,Thursday,No,2,3,5,3,Cloudy,None,Normal,None,Night
2/26/2016,Friday,No,2,5,5,3,Sunny,None,Normal,None,Evening
2/26/2016,Friday,No,3,2,5,2,Sunny,None,Normal,None,Morning
2/26/2016,Friday,No,2,2,5,2,Sunny,None,Normal,None,Night
2/27/2016,Saturday,No,3,2,5,1,Sunny,None,Normal,None,Evening
2/27/2016,Saturday,No,5,4,5,4,Sunny,None,Normal,None,Morning
2/27/2016,Saturday,No,5,5,5,2,Sunny,None,Normal,None,Night
2/28/2016,Sunday,No,4,0,5,3,Cloudy,None,Normal,None,Evening
2/28/2016,Sunday,No,1,1,5,4,Cloudy,None,Normal,None,Morning
2/28/2016,Sunday,No,1,5,5,1,Cloudy,None,Normal,None,Night
2/29/2016,Monday,No,2,1,5,1,Cloudy,None,Normal,None,Evening
2/29/2016,Monday,No,5,2,5,3,Cloudy,None,Normal,None,Morning
2/29/2016,Monday,No,5,3,5,4,Cloudy,None,Normal,None,Night
3/1/2016,Tuesday,No,1,2,5,4,Sunny,None,Normal,None,Evening
3/1/2016,Tuesday,No,4,2,5,2,Sunny,None,Normal,None,Morning
3/1/2016,Tuesday,No,5,1,5,3,Sunny,None,Normal,None,Night
3/2/2016,Wednesday,No,5,2,5,3,Cloudy,None,Normal,None,Evening
3/2/2016,Wednesday,No,3,4,5,4,Cloudy,None,Normal,None,Morning
3/2/2016,Wednesday,No,3,3,5,2,Cloudy,None,Normal,None,Night
3/3/2016,Thursday,No,5,2,5,3,Cloudy,None,Normal,None,Evening
3/3/2016,Thursday,No,1,5,5,2,Cloudy,None,Normal,None,Morning
3/3/2016,Thursday,No,1,5,5,4,Cloudy,None,Normal,None,Night
3/4/2016,Friday,No,3,2,5,4,Sunny,None,Normal,None,Evening
3/4/2016,Friday,No,5,5,5,3,Sunny,None,Normal,None,Morning
3/4/2016,Friday,No,5,1,5,2,Sunny,None,Normal,None,Night
3/5/2016,Saturday,No,5,4,5,2,Sunny,None,Normal,None,Evening
3/5/2016,Saturday,No,5,3,5,2,Sunny,None,Normal,None,Morning
3/5/2016,Saturday,No,1,1,5,1,Sunny,None,Normal,None,Night
3/6/2016,Sunday,No,5,2,5,1,Sunny,None,Normal,None,Evening
3/6/2016,Sunday,No,1,1,5,2,Sunny,None,Normal,None,Morning
3/6/2016,Sunday,No,4,1,5,3,Sunny,None,Normal,None,Night
3/7/2016,Monday,Yes,4,5,5,2,Sunny,Mahasivarathri Day,Normal,None,Evening
3/7/2016,Monday,Yes,2,5,5,0,Sunny,Mahasivarathri Day,Normal,None,Morning
3/7/2016,Monday,Yes,3,5,5,1,Sunny,Mahasivarathri Day,Normal,None,Night
3/8/2016,Tuesday,No,3,1,5,3,Sunny,None,Normal,None,Evening
3/8/2016,Tuesday,No,1,3,5,4,Sunny,None,Normal,None,Morning
3/8/2016,Tuesday,No,3,1,5,3,Sunny,None,Normal,None,Night
3/9/2016,Wednesday,No,2,2,5,3,Sunny,None,Normal,MeaslesAlert,Evening
3/9/2016,Wednesday,No,1,1,5,4,Sunny,None,Normal,MeaslesAlert,Morning
3/9/2016,Wednesday,No,4,3,5,0,Sunny,None,Normal,MeaslesAlert,Night
3/10/2016,Thursday,No,5,2,5,3,Cloudy,None,Normal,MeaslesAlert,Evening
3/10/2016,Thursday,No,2,5,5,1,Cloudy,None,Normal,MeaslesAlert,Morning
3/10/2016,Thursday,No,0,5,5,2,Cloudy,None,Normal,MeaslesAlert,Night
3/11/2016,Friday,No,3,1,5,2,Sunny,None,Normal,None,Evening
3/11/2016,Friday,No,3,3,5,2,Sunny,None,Normal,None,Morning
3/11/2016,Friday,No,2,3,5,2,Sunny,None,Normal,None,Night
3/12/2016,Saturday,No,5,3,5,2,Cloudy,None,Normal,None,Evening
3/12/2016,Saturday,No,2,2,5,2,Cloudy,None,Normal,None,Morning
3/12/2016,Saturday,No,2,3,5,5,Cloudy,None,Normal,None,Night
3/13/2016,Sunday,No,1,3,5,2,Sunny,None,Normal,None,Evening
3/13/2016,Sunday,No,1,4,5,3,Sunny,None,Normal,None,Morning
3/13/2016,Sunday,No,5,4,5,2,Sunny,None,Normal,None,Night
3/14/2016,Monday,No,4,2,5,2,Cloudy,None,Normal,None,Evening
3/14/2016,Monday,No,4,5,5,3,Cloudy,None,Normal,None,Morning
3/14/2016,Monday,No,5,0,5,1,Cloudy,None,Normal,None,Night
3/15/2016,Tuesday,No,4,2,5,3,Cloudy,None,Normal,None,Evening
3/15/2016,Tuesday,No,3,4,5,5,Cloudy,None,Normal,None,Morning
3/15/2016,Tuesday,No,1,2,5,3,Cloudy,None,Normal,None,Night
3/16/2016,Wednesday,No,4,1,5,3,Sunny,None,Normal,None,Evening
3/16/2016,Wednesday,No,3,3,5,2,Sunny,None,Normal,None,Morning
3/16/2016,Wednesday,No,5,3,5,3,Sunny,None,Normal,None,Night
3/17/2016,Thursday,No,1,5,5,3,Sunny,None,Normal,None,Evening
3/17/2016,Thursday,No,3,5,5,2,Sunny,None,Normal,None,Morning
3/17/2016,Thursday,No,2,5,5,1,Sunny,None,Normal,None,Night
3/18/2016,Friday,No,5,3,5,2,Sunny,None,Normal,None,Evening
3/18/2016,Friday,No,3,2,5,1,Sunny,None,Normal,None,Morning
3/18/2016,Friday,No,1,3,5,3,Sunny,None,Normal,None,Night
3/19/2016,Saturday,No,4,3,5,2,Rainy,None,Reduced,None,Evening
3/19/2016,Saturday,No,2,4,5,3,Rainy,None,Reduced,None,Morning
3/19/2016,Saturday,No,2,3,5,2,Rainy,None,Reduced,None,Night
3/20/2016,Sunday,No,2,5,5,2,Sunny,None,Normal,None,Evening
3/20/2016,Sunday,No,5,1,5,2,Sunny,None,Normal,None,Morning
3/20/2016,Sunday,No,4,5,5,4,Sunny,None,Normal,None,Night
3/21/2016,Monday,No,4,2,5,3,Cloudy,None,Normal,None,Evening
3/21/2016,Monday,No,5,5,5,2,Cloudy,None,Normal,None,Morning
3/21/2016,Monday,No,5,2,5,3,Cloudy,None,Normal,None,Night
3/22/2016,Tuesday,Yes,1,5,5,1,Sunny,Medin Full Moon Poya Day,Normal,None,Evening
3/22/2016,Tuesday,Yes,5,3,5,3,Sunny,Medin Full Moon Poya Day,Normal,None,Morning
3/22/2016,Tuesday,Yes,2,3,5,2,Sunny,Medin Full Moon Poya Day,Normal,None,Night
3/23/2016,Wednesday,No,2,2,5,2,Sunny,None,Normal,None,Evening
3/23/2016,Wednesday,No,2,1,5,3,Sunny,None,Normal,None,Morning
3/23/2016,Wednesday,No,5,5,5,1,Sunny,None,Normal,None,Night
3/24/2016,Thursday,No,1,4,5,3,Rainy,None,Normal,None,Evening
3/24/2016,Thursday,No,0,1,5,2,Rainy,None,Normal,None,Morning
3/24/2016,Thursday,No,5,5,5,2,Rainy,None,Normal,None,Night
3/25/2016,Friday,Yes,2,4,5,3,Cloudy,Good Friday,Normal,None,Evening
3/25/2016,Friday,Yes,5,4,5,5,Cloudy,Good Friday,Normal,None,Morning
3/25/2016,Friday,Yes,3,2,5,3,Cloudy,Good Friday,Normal,None,Night
3/26/2016,Saturday,No,5,3,5,1,Cloudy,None,Normal,None,Evening
3/26/2016,Saturday,No,0,5,5,2,Cloudy,None,Normal,None,Morning
3/26/2016,Saturday,No,5,5,5,4,Cloudy,None,Normal,None,Night
3/27/2016,Sunday,No,2,2,5,4,Rainy,None,Reduced,None,Evening
3/27/2016,Sunday,No,5,3,5,2,Rainy,None,Reduced,None,Morning
3/27/2016,Sunday,No,5,3,5,2,Rainy,None,Reduced,None,Night
3/28/2016,Monday,No,2,3,5,3,Sunny,None,Normal,None,Evening
3/28/2016,Monday,No,5,1,5,1,Sunny,None,Normal,None,Morning
3/28/2016,Monday,No,3,1,5,4,Sunny,None,Normal,None,Night
3/29/2016,Tuesday,No,5,5,5,3,Sunny,None,Normal,None,Evening
3/29/2016,Tuesday,No,2,5,5,2,Sunny,None,Normal,None,Morning
3/29/2016,Tuesday,No,2,5,5,3,Sunny,None,Normal,None,Night
3/30/2016,Wednesday,No,3,4,5,2,Sunny,None,Normal,None,Evening
3/30/2016,Wednesday,No,3,5,5,3,Sunny,None,Normal,None,Morning
3/30/2016,Wednesday,No,5,4,5,1,Sunny,None,Normal,None,Night
3/31/2016,Thursday,No,5,3,5,3,Sunny,None,Normal,None,Evening
3/31/2016,Thursday,No,5,2,5,2,Sunny,None,Normal,None,Morning
3/31/2016,Thursday,No,2,3,5,4,Sunny,None,Normal,None,Night
4/1/2016,Friday,No,4,5,5,0,Sunny,None,Normal,None,Evening
4/1/2016,Friday,No,5,5,5,3,Sunny,None,Normal,None,Morning
4/1/2016,Friday,No,5,2,5,1,Sunny,None,Normal,None,Night
4/2/2016,Saturday,No,1,2,5,1,Cloudy,None,Normal,None,Evening
4/2/2016,Saturday,No,5,4,5,3,Cloudy,None,Normal,None,Morning
4/2/2016,Saturday,No,3,1,5,2,Cloudy,None,Normal,None,Night
4/3/2016,Sunday,No,5,5,5,2,Sunny,None,Normal,None,Evening
4/3/2016,Sunday,No,1,2,5,2,Sunny,None,Normal,None,Morning
4/3/2016,Sunday,No,1,3,5,3,Sunny,None,Normal,None,Night
4/4/2016,Monday,No,5,2,5,4,Rainy,None,Normal,DengueAlert,Evening
4/4/2016,Monday,No,4,5,5,1,Rainy,None,Normal,DengueAlert,Morning
4/4/2016,Monday,No,3,1,5,2,Rainy,None,Normal,DengueAlert,Night
4/5/2016,Tuesday,No,5,1,5,4,Sunny,None,Normal,None,Evening
4/5/2016,Tuesday,No,4,4,5,1,Sunny,None,Normal,None,Morning
4/5/2016,Tuesday,No,1,3,5,1,Sunny,None,Normal,None,Night
4/6/2016,Wednesday,No,5,1,5,1,Cloudy,None,Normal,None,Evening
4/6/2016,Wednesday,No,5,2,5,2,Cloudy,None,Normal,None,Morning
4/6/2016,Wednesday,No,0,3,5,1,Cloudy,None,Normal,None,Night
4/7/2016,Thursday,No,2,2,5,2,Cloudy,None,Normal,None,Evening
4/7/2016,Thursday,No,4,4,5,2,Cloudy,None,Normal,None,Morning
4/7/2016,Thursday,No,2,2,5,1,Cloudy,None,Normal,None,Night
4/8/2016,Friday,No,0,4,5,2,Rainy,None,Normal,DengueAlert,Evening
4/8/2016,Friday,No,4,3,5,2,Rainy,None,Normal,DengueAlert,Morning
4/8/2016,Friday,No,2,1,5,3,Rainy,None,Normal,DengueAlert,Night
4/9/2016,Saturday,No,2,0,5,3,Rainy,None,Normal,DengueAlert,Evening
4/9/2016,Saturday,No,5,2,5,4,Rainy,None,Normal,DengueAlert,Morning
4/9/2016,Saturday,No,5,1,5,2,Rainy,None,Normal,DengueAlert,Night
4/10/2016,Sunday,No,1,0,5,1,Cloudy,None,Normal,None,Evening
4/10/2016,Sunday,No,2,1,5,1,Cloudy,None,Normal,None,Morning
4/10/2016,Sunday,No,2,4,5,2,Cloudy,None,Normal,None,Night
4/11/2016,Monday,No,3,3,5,3,Rainy,None,Reduced,DengueAlert,Evening
4/11/2016,Monday,No,4,5,5,1,Rainy,None,Reduced,DengueAlert,Morning
4/11/2016,Monday,No,5,2,5,2,Rainy,None,Reduced,DengueAlert,Night
4/12/2016,Tuesday,No,5,1,5,3,Rainy,None,Reduced,DengueAlert,Evening
4/12/2016,Tuesday,No,2,5,5,3,Rainy,None,Reduced,DengueAlert,Morning
4/12/2016,Tuesday,No,1,1,5,4,Rainy,None,Reduced,DengueAlert,Night
4/13/2016,Wednesday,Yes,4,5,5,3,Rainy,Day prior to Sinhala and Tamil New Year Day,Normal,DengueAlert,Evening
4/13/2016,Wednesday,Yes,2,5,5,0,Rainy,Day prior to Sinhala and Tamil New Year Day,Normal,DengueAlert,Morning
4/13/2016,Wednesday,Yes,5,2,5,2,Rainy,Day prior to Sinhala and Tamil New Year Day,Normal,DengueAlert,Night
4/14/2016,Thursday,Yes,1,0,5,4,Rainy,Sinhala and Tamil New Year Day,Normal,DengueAlert,Evening
4/14/2016,Thursday,Yes,1,4,5,3,Rainy,Sinhala and Tamil New Year Day,Normal,DengueAlert,Morning
4/14/2016,Thursday,Yes,0,4,5,3,Rainy,Sinhala and Tamil New Year Day,Normal,DengueAlert,Night
4/15/2016,Friday,No,2,3,5,3,Cloudy,None,Normal,None,Evening
4/15/2016,Friday,No,5,5,5,3,Cloudy,None,Normal,None,Morning
4/15/2016,Friday,No,5,4,5,2,Cloudy,None,Normal,None,Night
4/16/2016,Saturday,No,5,4,5,2,Rainy,None,Normal,DengueAlert,Evening
4/16/2016,Saturday,No,5,3,5,2,Rainy,None,Normal,DengueAlert,Morning
4/16/2016,Saturday,No,5,2,5,3,Rainy,None,Normal,DengueAlert,Night
4/17/2016,Sunday,No,5,5,5,0,Rainy,None,Normal,DengueAlert,Evening
4/17/2016,Sunday,No,2,5,5,4,Rainy,None,Normal,DengueAlert,Morning
4/17/2016,Sunday,No,3,4,5,3,Rainy,None,Normal,DengueAlert,Night
4/18/2016,Monday,No,5,3,5,1,Rainy,None,Normal,DengueAlert,Evening
4/18/2016,Monday,No,2,5,5,1,Rainy,None,Normal,DengueAlert,Morning
4/18/2016,Monday,No,1,2,5,1,Rainy,None,Normal,DengueAlert,Night
4/19/2016,Tuesday,No,2,3,5,2,Rainy,None,Normal,DengueAlert,Evening
4/19/2016,Tuesday,No,5,2,5,2,Rainy,None,Normal,DengueAlert,Morning
4/19/2016,Tuesday,No,2,4,5,1,Rainy,None,Normal,DengueAlert,Night
4/20/2016,Wednesday,No,1,4,5,0,Rainy,None,Normal,DengueAlert,Evening
4/20/2016,Wednesday,No,3,4,5,1,Rainy,None,Normal,DengueAlert,Morning
4/20/2016,Wednesday,No,3,2,5,1,Rainy,None,Normal,DengueAlert,Night
4/21/2016,Thursday,Yes,1,4,5,2,Sunny,Bak Full Moon Poya Day,Normal,None,Evening
4/21/2016,Thursday,Yes,4,3,5,3,Sunny,Bak Full Moon Poya Day,Normal,None,Morning
4/21/2016,Thursday,Yes,0,1,5,1,Sunny,Bak Full Moon Poya Day,Normal,None,Night
4/22/2016,Friday,No,4,0,5,2,Sunny,None,Normal,None,Evening
